Ind1,Ind2,R,LnL(R),,U,HS,FS,PO
F8_KNP,F15_KNP,U,-47.88,,-,2.36,6.09,9999
F8_KNP,F16_KNP,PO,-37.97,,1.14,0.07,1.08,-
F8_KNP,F17_KNP,U,-51.08,,-,0.1,0.73,9999
F8_KNP,F18_KNP,U,-49.65,,-,1.89,4.89,9999
F8_KNP,F19_KNP,U,-45.38,,-,0.77,4.37,9999
F8_KNP,F20_KNP,U,-46.1,,-,4.09,9.39,9999
F8_KNP,F21_KNP,U,-45.54,,-,1.93,5.45,9999
F8_KNP,F22_KNP,U,-47.8,,-,2.66,7.06,9999
F8_KNP,F23_KNP,HS,-43.2,,0.44,-,1.22,9999
F8_KNP,F24_KNP,HS,-52.58,,0.54,-,3.62,9999
F8_KNP,F25_KNP,HS,-40.2,,0.77,-,0.7,9999
F8_KNP,F26_KNP,U,-52.77,,-,4.88,10.15,9999
F8_KNP,F27_KNP,U,-44.77,,-,2.67,7.8,9999
F8_KNP,F28_KNP,HS,-41.71,,0.25,-,2.23,9999
F8_KNP,F29_KNP,HS,-41.4,,0.39,-,1.22,9999
F8_KNP,F30_KNP,U,-50.99,,-,1.27,4.14,9999
F8_KNP,F31_KNP,U,-50.47,,-,3.27,8.45,9999
F8_KNP,F32_KNP,U,-44.69,,-,0.3,2.89,9999
F8_KNP,F33_KNP,U,-53.8,,-,3.76,9.57,9999
F8_KNP,F34_KNP,U,-50.63,,-,4.72,10.86,9999
F8_KNP,F35_KNP,U,-42.81,,-,0.76,3.54,9999
F8_KNP,F36_KNP,U,-40.87,,-,1.63,3.5,9999
F8_KNP,F37_KNP,U,-49.77,,-,2.26,5.89,9999
F8_KNP,F38_KNP,HS,-38.2,,0.37,-,1.4,9999
F8_KNP,F40_KNP,PO,-35.03,,2.01,0.81,1.56,-
F8_KNP,F41_KNP,HS,-42.64,,0.62,-,0.63,9999
F8_KNP,F42_KNP,PO,-35.39,,3.2,1.29,2.01,-
F8_KNP,F43_KNP,HS,-38.57,,0.36,-,0.69,9999
F8_KNP,F44_KNP,HS,-48.43,,0.01,-,3.03,9999
F8_KNP,F45_KNP,PO,-34.42,,4.9,1.87,0.67,-
F8_KNP,F46_KNP,U,-46.56,,-,1.98,5.15,9999
F8_KNP,F47_KNP,U,-42.14,,-,1.18,2.96,9999
F8_KNP,F48_KNP,U,-47.52,,-,1.13,4.09,9999
F8_KNP,F49_KNP,HS,-49.5,,0.55,-,1.08,9999
F8_KNP,F50_KNP,U,-46.39,,-,0.12,3.16,9999
F8_KNP,F51_KNP,U,-52.83,,-,2.5,6.29,9999
F8_KNP,M33_KNP,U,-46.65,,-,0.44,2.94,9999
F8_KNP,M34_KNP,U,-55.44,,-,1.1,3.11,9999
F8_KNP,M35_KNP,HS,-40.48,,0.23,-,2.07,9999
F8_KNP,M37_KNP,U,-50.82,,-,2.12,5.85,9999
F8_KNP,M38_KNP,U,-44.25,,-,1,3.03,9999
F8_KNP,M39_KNP,U,-44.21,,-,2.14,5.17,9999
F8_KNP,M40_KNP,U,-50.58,,-,2.78,6.65,9999
F8_KNP,M41_KNP,U,-51.12,,-,3.03,7.77,9999
F8_KNP,M42_KNP,U,-48.79,,-,0.4,3.31,9999
F8_KNP,M43_KNP,U,-48.71,,-,4.16,9.67,9999
F8_KNP,M44_KNP,HS,-47.63,,1.4,-,1.34,9999
F8_KNP,M45_KNP,U,-51.3,,-,2.75,6.19,9999
F8_KNP,M46_KNP,HS,-45.72,,3.26,-,0.48,9999
F8_KNP,M47_KNP,U,-51.69,,-,2.54,6.77,9999
F8_KNP,M48_KNP,U,-49.64,,-,0.61,1.84,9999
F8_KNP,M49_KNP,U,-41.69,,-,1.73,4.63,9999
F8_KNP,M50_KNP,U,-56.2,,-,2.67,7.59,9999
F8_KNP,M51_KNP,U,-40.47,,-,0.01,0.87,9999
F8_KNP,M53_KNP,U,-49.34,,-,2.64,6.22,9999
F8_KNP,M54_KNP,HS,-39.88,,0.38,-,2.03,9999
F8_KNP,M55_KNP,PO,-46.87,,2.67,0.98,3.14,-
F8_KNP,M56_KNP,PO,-37.63,,0.98,0.24,2.66,-
F8_KNP,M57_KNP,HS,-42.41,,0.23,-,1.24,9999
F8_KNP,M58_KNP,U,-48.81,,-,1.02,4.24,9999
F8_KNP,M61_KNP,U,-51.87,,-,2.71,7.42,9999
F8_KNP,M62_KNP,FS,-42.26,,2.24,0.87,-,9999
F8_KNP,M63_KNP,U,-69.21,,-,3.84,10.26,9999
F8_KNP,M65_KNP,U,-51.01,,-,1.79,5.17,9999
F8_KNP,M66_KNP,U,-46.42,,-,3.14,7.24,9999
F8_KNP,M67_KNP,U,-48.55,,-,3.87,9.69,9999
F8_KNP,M68_KNP,U,-48.22,,-,2.45,5.68,9999
F8_KNP,M69_KNP,U,-38.97,,-,1.44,4.94,9999
F8_KNP,M70_KNP,U,-49.1,,-,3.2,7.97,9999
F8_KNP,M73_KNP,U,-47.65,,-,3.35,8.07,9999
F8_KNP,M1_KNP,PO,-37.8,,4.87,1.64,0.96,-
F8_KNP,M2_KNP,U,-42.79,,-,1.96,4.7,9999
F8_KNP,M3_KNP,U,-49.79,,-,2.15,5.89,9999
F8_KNP,M4_KNP,U,-46.42,,-,1.57,5.59,9999
F8_KNP,M5_KNP,U,-45.19,,-,0.23,2.84,9999
F8_KNP,M6_KNP,U,-50.06,,-,2.01,6.54,9999
F8_KNP,M7_KNP,U,-44.3,,-,0.85,4.03,9999
F8_KNP,M8_KNP,U,-58.47,,-,2.21,6.61,9999
F8_KNP,M9_KNP,U,-50.29,,-,1.4,3.05,9999
F8_KNP,M10_KNP,U,-47.61,,-,2.06,6.19,9999
F8_KNP,M11_KNP,U,-42.76,,-,0.24,1.34,9999
F8_KNP,M12_KNP,U,-44.92,,-,0.96,4.21,9999
F8_KNP,M13_KNP,U,-42.84,,-,1.36,3.61,9999
F8_KNP,M14_KNP,U,-53.32,,-,0.11,2.13,9999
F8_KNP,M15_KNP,U,-49.77,,-,2.06,5.15,9999
F8_KNP,M16_KNP,U,-44.37,,-,0.13,3.32,9999
F8_KNP,M17_KNP,U,-44.41,,-,1.91,6.12,9999
F8_KNP,M18_KNP,U,-41.22,,-,0.75,2.88,9999
F8_KNP,M19_KNP,FS,-48.66,,1.31,0.39,-,9999
F8_KNP,M20_KNP,U,-53.91,,-,0.34,2.11,9999
F8_KNP,M21_KNP,U,-39.22,,-,1.92,4.86,9999
F8_KNP,M22_KNP,PO,-45.86,,6.92,2.39,0.31,-
F8_KNP,M23_KNP,PO,-43.91,,6.41,2.41,2.77,-
F8_KNP,M24_KNP,U,-52.42,,-,3.36,8.69,9999
F8_KNP,M25_KNP,U,-45,,-,0.47,2.75,9999
F8_KNP,M26_KNP,HS,-42.51,,0.95,-,1.41,9999
F8_KNP,M27_KNP,U,-52.93,,-,0.66,2.42,9999
F8_KNP,M28_KNP,U,-51.12,,-,1.58,4.96,9999
F8_KNP,M29_KNP,U,-45.3,,-,0.74,4.83,9999
F8_KNP,M30_KNP,U,-45.88,,-,3.74,7.88,9999
F8_KNP,M31_KNP,U,-48.5,,-,0.58,3.37,9999
F8_KNP,M32_KNP,HS,-45.06,,0.23,-,1.22,9999
F8_KNP,M36_KNP,U,-54.49,,-,2.92,8.11,9999
F8_KNP,M52_KNP,U,-48.46,,-,2.34,6.54,9999
F8_KNP,M59_KNP,U,-51.83,,-,2.74,6.8,9999
F8_KNP,M60_KNP,U,-44.96,,-,0.05,1.54,9999
F8_KNP,M64_KNP,U,-63.09,,-,3.78,9.12,9999
F8_KNP,M71_KNP,U,-44.48,,-,3.4,8.69,9999
F8_KNP,M72_KNP,U,-41.53,,-,1.48,4.67,9999
F8_KNP,F1_KNP,U,-45.45,,-,2.29,5.6,9999
F8_KNP,F2_KNP,U,-44.43,,-,1.29,3.86,9999
F8_KNP,F3_KNP,U,-52.14,,-,5.41,11.47,9999
F8_KNP,F4_KNP,U,-53.03,,-,3.3,7.47,9999
F8_KNP,F5_KNP,HS,-37.88,,0.33,-,2.7,9999
F8_KNP,F6_KNP,U,-51.05,,-,0.29,2.68,9999
F8_KNP,F7_KNP,U,-45.71,,-,1.05,3.95,9999
F9_KNP,F13_KNP,U,-41.9,,-,1.91,5.12,9999
F9_KNP,F14_KNP,HS,-40.09,,0.29,-,1.63,9999
F9_KNP,F15_KNP,U,-44.65,,-,0.66,3.38,9999
F9_KNP,F16_KNP,U,-35.88,,-,0.86,3.74,9999
F9_KNP,F17_KNP,U,-47.85,,-,1.79,5.88,9999
F9_KNP,F18_KNP,U,-46.42,,-,2.82,7.06,9999
F9_KNP,F19_KNP,U,-42.15,,-,1.34,5.08,9999
F9_KNP,F20_KNP,U,-42.87,,-,1.23,4.14,9999
F9_KNP,F21_KNP,U,-42.31,,-,2.08,6.16,9999
F9_KNP,F22_KNP,U,-44.57,,-,1.79,5.18,9999
F9_KNP,F23_KNP,U,-40.41,,-,1.36,4.9,9999
F9_KNP,F24_KNP,U,-49.89,,-,3.22,8.06,9999
F9_KNP,F25_KNP,U,-37.74,,-,0.21,1.62,9999
F9_KNP,F26_KNP,U,-49.54,,-,0.13,3.6,9999
F9_KNP,F27_KNP,U,-41.54,,-,1.12,3.6,9999
F9_KNP,F28_KNP,U,-38.73,,-,0.21,1.88,9999
F9_KNP,F29_KNP,U,-38.56,,-,1.81,4.87,9999
F9_KNP,F30_KNP,U,-47.76,,-,1.14,3.6,9999
F9_KNP,F31_KNP,U,-47.24,,-,1.16,2.88,9999
F9_KNP,F32_KNP,U,-41.46,,-,1.56,5.14,9999
F9_KNP,F33_KNP,U,-50.57,,-,1.77,6.14,9999
F9_KNP,F34_KNP,U,-47.4,,-,2.01,5.11,9999
F9_KNP,F35_KNP,HS,-39.46,,0.12,-,0.88,9999
F9_KNP,F36_KNP,U,-37.64,,-,0.68,3.43,9999
F9_KNP,F37_KNP,U,-45.9,,-,1.92,4.65,9999
F9_KNP,F38_KNP,PO,-33.44,,1.9,0.63,0.87,-
F9_KNP,F40_KNP,HS,-33.71,,0.1,-,2.56,0.22
F9_KNP,F41_KNP,U,-40.03,,-,1.68,5.91,9999
F9_KNP,F42_KNP,U,-35.36,,-,0.38,2.7,9999
F9_KNP,F43_KNP,PO,-33.73,,1.96,0.54,0.8,-
F9_KNP,F44_KNP,U,-45.21,,-,0.99,2.58,9999
F9_KNP,F45_KNP,PO,-34.82,,1.27,0.26,1.3,-
F9_KNP,F46_KNP,PO,-40.87,,2.46,0.71,1.22,-
F9_KNP,F47_KNP,HS,-38.02,,0.89,-,1.15,0
F9_KNP,F48_KNP,U,-44.29,,-,1.38,4.87,9999
F9_KNP,F49_KNP,U,-46.82,,-,0.2,2,9999
F9_KNP,F50_KNP,U,-43.16,,-,0.5,3.63,9999
F9_KNP,F51_KNP,U,-49.6,,-,3.26,7.91,9999
F9_KNP,M33_KNP,U,-43.42,,-,1.54,4.72,9999
F9_KNP,M34_KNP,U,-52.21,,-,4.54,9.97,9999
F9_KNP,M35_KNP,U,-37.49,,-,1.48,4.29,9999
F9_KNP,M37_KNP,HS,-47.05,,0.53,-,1.68,9999
F9_KNP,M38_KNP,U,-41.02,,-,1.72,4.85,9999
F9_KNP,M39_KNP,U,-40.98,,-,0.04,1.66,9999
F9_KNP,M40_KNP,U,-47.35,,-,0.73,3.24,9999
F9_KNP,M41_KNP,U,-47.89,,-,0.17,1.98,9999
F9_KNP,M42_KNP,U,-45.56,,-,0.25,2.36,9999
F9_KNP,M43_KNP,U,-45.18,,-,1.41,3.78,9999
F9_KNP,M44_KNP,U,-45.8,,-,0.63,3.11,9999
F9_KNP,M45_KNP,HS,-47.17,,0.91,-,1.89,9999
F9_KNP,M46_KNP,U,-45.75,,-,3.15,7.18,9999
F9_KNP,M47_KNP,U,-48.46,,-,0.02,2,9999
F9_KNP,M48_KNP,U,-46.41,,-,0.08,2.47,0.91
F9_KNP,M49_KNP,HS,-38.17,,0.29,-,2.11,9999
F9_KNP,M50_KNP,U,-52.97,,-,3.19,8.04,9999
F9_KNP,M51_KNP,U,-37.24,,-,1.06,4.36,9999
F9_KNP,M53_KNP,HS,-45.89,,0.22,-,1.64,9999
F9_KNP,M54_KNP,U,-37.03,,-,1.01,3.62,9999
F9_KNP,M55_KNP,U,-46.31,,-,1.05,3.66,9999
F9_KNP,M56_KNP,U,-35.38,,-,0.79,3.81,9999
F9_KNP,M57_KNP,U,-39.41,,-,2.03,5.81,9999
F9_KNP,M58_KNP,U,-45.58,,-,2.05,5.85,9999
F9_KNP,M61_KNP,U,-48.64,,-,2.22,5.59,9999
F9_KNP,M62_KNP,U,-41.27,,-,1.05,4.49,9999
F9_KNP,M63_KNP,U,-65.98,,-,2.79,7.78,9999
F9_KNP,M65_KNP,U,-47.78,,-,2.66,6.33,9999
F9_KNP,M66_KNP,HS,-42.12,,1.06,-,1.05,9999
F9_KNP,M67_KNP,U,-45.32,,-,1.11,3.97,9999
F9_KNP,M68_KNP,PO,-41.98,,3,0.8,2,-
F9_KNP,M69_KNP,FS,-34.91,,0.18,0.26,-,9999
F9_KNP,M70_KNP,HS,-45.82,,0.05,-,2.18,9999
F9_KNP,M73_KNP,FS,-41.56,,2.85,0.38,-,9999
F9_KNP,M1_KNP,U,-39.44,,-,0.59,2.5,9999
F9_KNP,M2_KNP,U,-39.56,,-,1.74,4.97,9999
F9_KNP,M3_KNP,U,-46.56,,-,3.47,8.17,9999
F9_KNP,M4_KNP,HS,-42.68,,0.51,-,1.22,9999
F9_KNP,M5_KNP,U,-41.96,,-,2.11,6.1,9999
F9_KNP,M6_KNP,U,-46.83,,-,0.58,2.61,9999
F9_KNP,M7_KNP,U,-41.07,,-,0.21,2.01,9999
F9_KNP,M8_KNP,U,-55.24,,-,1.8,5.95,9999
F9_KNP,M9_KNP,U,-47.06,,-,1.5,5.34,9999
F9_KNP,M10_KNP,U,-44.38,,-,1.92,5.52,9999
F9_KNP,M11_KNP,U,-39.53,,-,0.7,4.44,1.89
F9_KNP,M12_KNP,U,-41.69,,-,1.02,3.77,9999
F9_KNP,M13_KNP,HS,-38.51,,1.1,-,0.11,9999
F9_KNP,M14_KNP,U,-50.09,,-,0.12,2.41,9999
F9_KNP,M15_KNP,U,-46.54,,-,1.94,5.9,9999
F9_KNP,M16_KNP,FS,-36.39,,4.75,1.98,-,9999
F9_KNP,M17_KNP,U,-41.18,,-,0.2,1.96,9999
F9_KNP,M18_KNP,HS,-37.91,,0.08,-,2.01,0.4
F9_KNP,M19_KNP,U,-46.74,,-,1.73,5.11,9999
F9_KNP,M20_KNP,U,-50.68,,-,4.16,10.12,9999
F9_KNP,M21_KNP,PO,-34.92,,1.07,0.3,1.42,-
F9_KNP,M22_KNP,U,-49.55,,-,3.66,8.65,9999
F9_KNP,M23_KNP,U,-47.09,,-,3.96,9.08,9999
F9_KNP,M24_KNP,U,-49.19,,-,3.34,7.79,9999
F9_KNP,M25_KNP,U,-41.77,,-,0.98,3.62,9999
F9_KNP,M26_KNP,U,-40.22,,-,2.09,5.15,9999
F9_KNP,M27_KNP,U,-49.7,,-,2.05,6.6,9999
F9_KNP,M28_KNP,U,-47.89,,-,1.54,5.27,9999
F9_KNP,M29_KNP,HS,-40.85,,1.22,-,1.01,9999
F9_KNP,M30_KNP,U,-42.65,,-,2.94,7,9999
F9_KNP,M31_KNP,U,-45.27,,-,0.07,1.32,9999
F9_KNP,M32_KNP,U,-42.06,,-,1.73,5.62,9999
F9_KNP,M36_KNP,U,-51.26,,-,3.53,7.57,9999
F9_KNP,M52_KNP,U,-45.23,,-,1.73,4.5,9999
F9_KNP,M59_KNP,HS,-48.59,,0,-,2.63,0.61
F9_KNP,M60_KNP,PO,-36.29,,5.45,2.18,0.88,-
F9_KNP,M64_KNP,HS,-58.77,,1.09,-,3.92,9999
F9_KNP,M71_KNP,U,-41.25,,-,0.13,1.9,9999
F9_KNP,M72_KNP,HS,-38.16,,0.14,-,0.79,9999
F9_KNP,F1_KNP,U,-42.22,,-,0.98,3.48,9999
F9_KNP,F2_KNP,U,-41.2,,-,0.22,3.34,9999
F9_KNP,F3_KNP,HS,-47.24,,1.67,-,1.35,9999
F9_KNP,F4_KNP,U,-49.8,,-,2.38,6.11,9999
F9_KNP,F5_KNP,U,-34.97,,-,0.02,2.1,9999
F9_KNP,F6_KNP,U,-47.82,,-,0.29,1.51,9999
F9_KNP,F7_KNP,U,-42.48,,-,2.31,6.11,9999
F9_KNP,F8_KNP,U,-41.18,,-,1.64,5.49,9999
F10_KNP,F13_KNP,U,-45.62,,-,2.19,5.65,9999
F10_KNP,F14_KNP,FS,-40.92,,3.18,1.1,-,9999
F10_KNP,F15_KNP,U,-48.37,,-,3.13,8.33,9999
F10_KNP,F16_KNP,HS,-38.98,,0.61,-,0.57,9999
F10_KNP,F17_KNP,U,-51.57,,-,1.25,5.07,9999
F10_KNP,F18_KNP,U,-50.14,,-,0.66,2.92,9999
F10_KNP,F19_KNP,HS,-45.01,,0.86,-,1.65,9999
F10_KNP,F20_KNP,U,-46.59,,-,0.14,3.01,9999
F10_KNP,F21_KNP,U,-46.03,,-,4.65,9.92,9999
F10_KNP,F22_KNP,U,-48.3,,-,2.78,7.92,9999
F10_KNP,F23_KNP,U,-44.13,,-,1.95,4.58,9999
F10_KNP,F24_KNP,U,-53.61,,-,4.96,11.31,9999
F10_KNP,F25_KNP,U,-41.46,,-,1.31,4.29,9999
F10_KNP,F26_KNP,U,-53.26,,-,1.91,6.72,9999
F10_KNP,F27_KNP,HS,-45.21,,0.06,-,0.5,9999
F10_KNP,F28_KNP,U,-42.45,,-,2.24,5.36,9999
F10_KNP,F29_KNP,HS,-41.42,,0.86,-,0.79,9999
F10_KNP,F30_KNP,U,-51.49,,-,1.4,5.93,9999
F10_KNP,F31_KNP,U,-50.96,,-,2.74,7.42,9999
F10_KNP,F32_KNP,U,-45.18,,-,2.69,7.56,9999
F10_KNP,F33_KNP,U,-54.29,,-,1.19,4.81,9999
F10_KNP,F34_KNP,U,-51.12,,-,2.48,7.87,9999
F10_KNP,F35_KNP,U,-43.31,,-,0.65,3.43,9999
F10_KNP,F36_KNP,U,-41.36,,-,3.31,8.29,9999
F10_KNP,F37_KNP,FS,-48.05,,1.94,0.47,-,9999
F10_KNP,F38_KNP,HS,-38.73,,0.33,-,1.05,9999
F10_KNP,F40_KNP,U,-37.53,,-,0.92,2.94,9999
F10_KNP,F41_KNP,U,-43.75,,-,2.24,5.69,9999
F10_KNP,F42_KNP,U,-39.08,,-,0.76,2.36,9999
F10_KNP,F43_KNP,U,-39.41,,-,1.18,3.63,9999
F10_KNP,F44_KNP,U,-48.94,,-,1.8,5.1,9999
F10_KNP,F45_KNP,HS,-39.36,,0.45,-,1.02,9999
F10_KNP,F46_KNP,U,-47.05,,-,1.38,4.54,9999
F10_KNP,F47_KNP,U,-42.63,,-,1.55,3.52,9999
F10_KNP,F48_KNP,U,-48.01,,-,2.05,5.45,9999
F10_KNP,F49_KNP,U,-50.54,,-,1.75,5.59,9999
F10_KNP,F50_KNP,U,-46.88,,-,2.17,5.51,9999
F10_KNP,F51_KNP,U,-53.32,,-,3.56,8.44,9999
F10_KNP,M33_KNP,U,-47.14,,-,2.71,6.59,9999
F10_KNP,M34_KNP,U,-55.93,,-,0.99,3.87,9999
F10_KNP,M35_KNP,U,-41.21,,-,0.75,3.68,9999
F10_KNP,M37_KNP,U,-51.31,,-,0.12,2.68,9999
F10_KNP,M38_KNP,HS,-43.83,,0.91,-,2.81,9999
F10_KNP,M39_KNP,U,-44.71,,-,2.14,4.29,9999
F10_KNP,M40_KNP,U,-51.07,,-,1.28,5.58,9999
F10_KNP,M41_KNP,U,-51.61,,-,3.21,8.79,9999
F10_KNP,M42_KNP,U,-49.28,,-,0.22,1.98,9999
F10_KNP,M43_KNP,U,-49.2,,-,1.21,4.82,9999
F10_KNP,M44_KNP,U,-49.52,,-,0.7,3.61,9999
F10_KNP,M45_KNP,HS,-51.05,,0.74,-,0.92,9999
F10_KNP,M46_KNP,U,-49.47,,-,3.22,8.1,9999
F10_KNP,M47_KNP,U,-52.18,,-,4.39,10.57,9999
F10_KNP,M48_KNP,U,-50.13,,-,1.93,5.64,9999
F10_KNP,M49_KNP,U,-42.18,,-,2.97,7.52,9999
F10_KNP,M50_KNP,U,-56.69,,-,3.11,7.24,9999
F10_KNP,M51_KNP,U,-40.96,,-,1.48,4.05,9999
F10_KNP,M53_KNP,U,-49.83,,-,0.96,4.09,9999
F10_KNP,M54_KNP,U,-40.75,,-,2.64,5.74,9999
F10_KNP,M55_KNP,U,-50.03,,-,0.84,3.02,9999
F10_KNP,M56_KNP,U,-39.1,,-,0,0.95,9999
F10_KNP,M57_KNP,U,-43.13,,-,0.38,3.22,9999
F10_KNP,M58_KNP,U,-49.31,,-,2.69,7,9999
F10_KNP,M61_KNP,U,-52.36,,-,3.09,7.77,9999
F10_KNP,M62_KNP,U,-44.99,,-,2.25,5.35,9999
F10_KNP,M63_KNP,U,-69.7,,-,4.78,11.6,9999
F10_KNP,M65_KNP,U,-51.5,,-,2.46,7.53,9999
F10_KNP,M66_KNP,U,-46.91,,-,3.94,8.1,9999
F10_KNP,M67_KNP,U,-49.04,,-,1.03,4.09,9999
F10_KNP,M68_KNP,U,-48.71,,-,3.66,8.79,9999
F10_KNP,M69_KNP,PO,-34.19,,5,1.91,2.83,-
F10_KNP,M70_KNP,HS,-48.59,,1.01,-,0.38,9999
F10_KNP,M73_KNP,U,-48.14,,-,2.41,7.07,9999
F10_KNP,M1_KNP,HS,-41.93,,1.23,-,0.82,9999
F10_KNP,M2_KNP,U,-43.28,,-,0.22,0.25,9999
F10_KNP,M3_KNP,U,-50.28,,-,5.57,12.11,9999
F10_KNP,M4_KNP,HS,-46.15,,0.77,-,2.32,9999
F10_KNP,M5_KNP,HS,-43.82,,1.87,-,0.44,9999
F10_KNP,M6_KNP,U,-50.55,,-,0.55,3.16,9999
F10_KNP,M7_KNP,HS,-43.6,,1.19,-,0.95,9999
F10_KNP,M8_KNP,U,-58.96,,-,1.11,5.74,9999
F10_KNP,M9_KNP,HS,-48.52,,2.26,-,0.53,9999
F10_KNP,M10_KNP,U,-48.1,,-,1.71,5.01,9999
F10_KNP,M11_KNP,U,-43.26,,-,1.9,4.06,9999
F10_KNP,M12_KNP,U,-45.41,,-,2.33,5.84,9999
F10_KNP,M13_KNP,U,-43.33,,-,0.26,3.19,9999
F10_KNP,M14_KNP,U,-53.81,,-,0.83,3.77,9999
F10_KNP,M15_KNP,U,-50.26,,-,1.35,3.51,9999
F10_KNP,M16_KNP,PO,-39.9,,4.97,1.64,0.81,-
F10_KNP,M17_KNP,U,-44.9,,-,1.1,4.23,9999
F10_KNP,M18_KNP,U,-41.72,,-,1.77,5.44,9999
F10_KNP,M19_KNP,U,-50.46,,-,1.45,3.23,9999
F10_KNP,M20_KNP,U,-54.4,,-,0.45,3.89,9999
F10_KNP,M21_KNP,U,-39.71,,-,1.11,4.06,9999
F10_KNP,M22_KNP,U,-53.27,,-,1.31,4.9,9999
F10_KNP,M23_KNP,U,-50.81,,-,2.12,5.47,9999
F10_KNP,M24_KNP,HS,-51.99,,0.93,-,2.36,9999
F10_KNP,M25_KNP,HS,-44.59,,0.89,-,0.56,9999
F10_KNP,M26_KNP,HS,-43.66,,0.28,-,3.01,9999
F10_KNP,M27_KNP,U,-53.42,,-,1.55,4.02,9999
F10_KNP,M28_KNP,U,-51.61,,-,1.98,5.09,9999
F10_KNP,M29_KNP,U,-45.79,,-,2.31,6.37,9999
F10_KNP,M30_KNP,U,-46.38,,-,2.13,5.7,9999
F10_KNP,M31_KNP,U,-48.99,,-,0.41,3.67,9999
F10_KNP,M32_KNP,U,-45.78,,-,2.01,5.54,9999
F10_KNP,M36_KNP,U,-54.98,,-,0.76,4.53,9999
F10_KNP,M52_KNP,U,-48.96,,-,0.61,4.99,9999
F10_KNP,M59_KNP,U,-52.32,,-,1.69,5.25,9999
F10_KNP,M60_KNP,PO,-42.17,,3.28,1.17,2.61,-
F10_KNP,M64_KNP,U,-63.58,,-,2.05,5.28,9999
F10_KNP,M71_KNP,U,-44.97,,-,2.53,6.1,9999
F10_KNP,M72_KNP,U,-42.02,,-,0.29,3.16,9999
F10_KNP,F1_KNP,U,-45.95,,-,2.46,5.78,9999
F10_KNP,F2_KNP,U,-44.92,,-,1.74,4.75,9999
F10_KNP,F3_KNP,U,-52.63,,-,0.72,2.68,9999
F10_KNP,F4_KNP,HS,-52.3,,1.22,-,2.63,9999
F10_KNP,F5_KNP,U,-38.69,,-,1.94,4.63,9999
F10_KNP,F6_KNP,U,-51.54,,-,3.72,7.95,9999
F10_KNP,F7_KNP,U,-46.21,,-,0.27,1.61,9999
F10_KNP,F8_KNP,U,-44.91,,-,0.32,2.06,9999
F10_KNP,F9_KNP,HS,-40.7,,0.97,-,1.99,9999
F11_KNP,F13_KNP,U,-57.71,,-,2.99,8.13,9999
F11_KNP,F14_KNP,U,-56.19,,-,1.9,5.36,9999
F11_KNP,F15_KNP,PO,-52.86,,7.59,2.27,2.63,-
F11_KNP,F16_KNP,U,-51.69,,-,3.2,7.79,9999
F11_KNP,F17_KNP,U,-63.66,,-,3.19,8.71,9999
F11_KNP,F18_KNP,U,-62.23,,-,3.37,7.83,9999
F11_KNP,F19_KNP,U,-57.96,,-,2.02,5.66,9999
F11_KNP,F20_KNP,HS,-57.52,,1.16,-,2.44,9999
F11_KNP,F21_KNP,HS,-57.12,,1,-,1.58,9999
F11_KNP,F22_KNP,HS,-58.81,,1.57,-,0.2,9999
F11_KNP,F23_KNP,U,-56.22,,-,2.27,7.17,9999
F11_KNP,F24_KNP,HS,-65.3,,0.4,-,3.86,9999
F11_KNP,F25_KNP,U,-53.55,,-,1.7,5.35,9999
F11_KNP,F26_KNP,HS,-63.16,,2.19,-,0.41,9999
F11_KNP,F27_KNP,U,-57.35,,-,1.01,4.47,9999
F11_KNP,F28_KNP,U,-54.54,,-,2.96,7.58,9999
F11_KNP,F29_KNP,U,-54.37,,-,1.07,4.02,9999
F11_KNP,F30_KNP,U,-63.57,,-,2.2,7.52,9999
F11_KNP,F31_KNP,U,-63.05,,-,2.78,8.46,9999
F11_KNP,F32_KNP,HS,-56.98,,0.29,-,1.58,9999
F11_KNP,F33_KNP,HS,-66.27,,0.11,-,3.1,9999
F11_KNP,F34_KNP,U,-63.21,,-,2.13,6.85,9999
F11_KNP,F35_KNP,U,-55.4,,-,2.72,7.69,9999
F11_KNP,F36_KNP,U,-53.45,,-,2.45,6.58,9999
F11_KNP,F37_KNP,U,-62.08,,-,3.9,9.93,9999
F11_KNP,F38_KNP,U,-51.15,,-,4.15,9.8,9999
F11_KNP,F40_KNP,U,-49.62,,-,2.53,6.7,9999
F11_KNP,F41_KNP,U,-55.84,,-,1.2,4.26,9999
F11_KNP,F42_KNP,U,-51.17,,-,3.98,9.59,9999
F11_KNP,F43_KNP,U,-51.5,,-,4.12,9.75,9999
F11_KNP,F44_KNP,U,-61.02,,-,4.38,10.26,9999
F11_KNP,F45_KNP,U,-51.9,,-,4.09,9.73,9999
F11_KNP,F46_KNP,PO,-56.2,,2.94,0.09,2.17,-
F11_KNP,F47_KNP,U,-54.72,,-,4.98,11.46,9999
F11_KNP,F48_KNP,U,-60.1,,-,1.65,5.08,9999
F11_KNP,F49_KNP,U,-62.63,,-,2.03,6.5,9999
F11_KNP,F50_KNP,U,-58.97,,-,2.44,7.87,9999
F11_KNP,F51_KNP,U,-65.41,,-,3.98,10.08,9999
F11_KNP,M33_KNP,U,-59.23,,-,3.58,8.9,9999
F11_KNP,M34_KNP,HS,-67.53,,0.49,-,3.56,9999
F11_KNP,M35_KNP,U,-53.3,,-,4.55,9.89,9999
