Ind1,Ind2,R,slim_days1,x1,y1,slim_days2,x2,y2
M64_KNP,M73_KNP,PO,175,28.384281173780323,44.237240700006275,57,9.188869660218847,21.977555913439826
M64_KNP,M13_KNP,PO,3,14.659240454193522,41.24370319360814,174,29.361198207034523,44.33918772234155
M64_KNP,M13_KNP,PO,175,28.384281173780323,44.237240700006275,174,29.361198207034523,44.33918772234155
M64_KNP,M14_KNP,PO,3,14.659240454193522,41.24370319360814,174,29.34080751242266,44.270605204308374
M64_KNP,M14_KNP,PO,3,14.659240454193522,41.24370319360814,195,36.48880204574402,32.604150200010665
M64_KNP,M14_KNP,PO,175,28.384281173780323,44.237240700006275,174,29.34080751242266,44.270605204308374
M64_KNP,M14_KNP,PO,175,28.384281173780323,44.237240700006275,195,36.48880204574402,32.604150200010665
M71_KNP,F25_KNP,PO,66,16.65941822180912,42.45965397999044,152,18.644766494456302,30.707934205508515
M71_KNP,F31_KNP,PO,66,16.65941822180912,42.45965397999044,194,31.331716984712898,36.00732963882391
M71_KNP,M21_KNP,PO,66,16.65941822180912,42.45965397999044,121,18.246214224101873,53.98338308628977
M72_KNP,F14_KNP,PO,59,10.384527583521368,24.555890291845788,132,37.19692850440002,29.556858807086385
M72_KNP,M56_KNP,PO,59,10.384527583521368,24.555890291845788,240,9.7208951709711,21.85892619409346
M72_KNP,M4_KNP,PO,59,10.384527583521368,24.555890291845788,161,21.34009421748023,4.646549104287672
M72_KNP,M4_KNP,PO,59,10.384527583521368,24.555890291845788,162,21.69601099464938,8.057142914461949
M72_KNP,M4_KNP,PO,59,10.384527583521368,24.555890291845788,163,21.55141980392434,5.425054204669788
M72_KNP,M10_KNP,PO,59,10.384527583521368,24.555890291845788,286,18.25177542374493,24.82836707697953
M72_KNP,M10_KNP,PO,59,10.384527583521368,24.555890291845788,287,17.439468787691553,24.678412203049028
F2_KNP,F25_KNP,PO,134,33.52653673984264,27.076763987297646,152,18.644766494456302,30.707934205508515
F2_KNP,M50_KNP,PO,134,33.52653673984264,27.076763987297646,274,23.436296107096464,43.526947438014545
F3_KNP,F26_KNP,PO,194,31.85632274290125,35.508715583721546,194,31.917495938977257,35.508715583721546
F3_KNP,F26_KNP,PO,195,36.43504415327223,32.585614327215616,194,31.917495938977257,35.508715583721546
F3_KNP,F35_KNP,PO,194,31.85632274290125,35.508715583721546,274,23.41071458873721,43.88505978419031
F3_KNP,F35_KNP,PO,195,36.43504415327223,32.585614327215616,274,23.41071458873721,43.88505978419031
F3_KNP,F46_KNP,PO,194,31.85632274290125,35.508715583721546,287,21.851724584660932,52.25769674337107
